nom_estacio,data,hour,NO2,has_null
Eixample,2013-01-01,1,40.96885371098973,False
Eixample,2013-01-01,2,63.96885371098973,False
Eixample,2013-01-01,3,62.96885371098973,False
Eixample,2013-01-01,4,70.96885371098972,False
Eixample,2013-01-01,5,55.96885371098973,False
Eixample,2013-01-01,6,50.96885371098973,False
Eixample,2013-01-01,7,33.96885371098973,False
Eixample,2013-01-01,8,45.96885371098973,False
Eixample,2013-01-01,9,32.96885371098973,False
Eixample,2013-01-01,10,31.968853710989727,False
Eixample,2013-01-01,11,36.96885371098973,False
Eixample,2013-01-01,12,36.96885371098973,False
Eixample,2013-01-01,13,47.96885371098973,False
Eixample,2013-01-01,14,62.96885371098973,False
Eixample,2013-01-01,15,54.96885371098973,False
Eixample,2013-01-01,16,53.96885371098973,False
Eixample,2013-01-01,17,62.96885371098973,False
Eixample,2013-01-01,18,75.96885371098972,False
Eixample,2013-01-01,19,100.96885371098972,False
Eixample,2013-01-01,20,91.96885371098972,False
Eixample,2013-01-01,21,81.96885371098972,False
Eixample,2013-01-01,22,84.96885371098972,False
Eixample,2013-01-01,23,124.96885371098972,False
Eixample,2013-01-01,24,112.96885371098972,False
Eixample,2013-01-02,1,59.35161202598037,False
Eixample,2013-01-02,2,68.35161202598037,False
Eixample,2013-01-02,3,58.35161202598037,False
Eixample,2013-01-02,4,65.35161202598037,False
Eixample,2013-01-02,5,55.35161202598037,False
Eixample,2013-01-02,6,74.35161202598037,False
Eixample,2013-01-02,7,93.35161202598036,False
Eixample,2013-01-02,8,123.35161202598036,False
Eixample,2013-01-02,9,113.35161202598036,False
Eixample,2013-01-02,10,95.35161202598036,False
Eixample,2013-01-02,11,88.35161202598037,False
Eixample,2013-01-02,12,94.35161202598036,False
Eixample,2013-01-02,13,101.35161202598036,False
Eixample,2013-01-02,14,100.35161202598036,False
Eixample,2013-01-02,15,82.35161202598037,False
Eixample,2013-01-02,16,88.35161202598037,False
Eixample,2013-01-02,17,98.35161202598036,False
Eixample,2013-01-02,18,125.35161202598036,False
Eixample,2013-01-02,19,118.35161202598036,False
Eixample,2013-01-02,20,141.3516120259804,False
Eixample,2013-01-02,21,153.3516120259804,False
Eixample,2013-01-02,22,122.35161202598036,False
Eixample,2013-01-02,23,115.35161202598036,False
Eixample,2013-01-02,24,117.35161202598036,False
Eixample,2013-01-03,1,99.95741092117896,False
Eixample,2013-01-03,2,86.95741092117896,False
Eixample,2013-01-03,3,79.95741092117896,False
Eixample,2013-01-03,4,63.95741092117897,False
Eixample,2013-01-03,5,56.95741092117897,False
Eixample,2013-01-03,6,59.95741092117897,False
Eixample,2013-01-03,7,88.95741092117896,False
Eixample,2013-01-03,8,103.95741092117896,False
Eixample,2013-01-03,9,122.95741092117896,False
Eixample,2013-01-03,10,116.95741092117896,False
Eixample,2013-01-03,11,142.95741092117896,False
Eixample,2013-01-03,12,128.95741092117896,False
Eixample,2013-01-03,13,103.95741092117896,False
Eixample,2013-01-03,14,95.95741092117896,False
Eixample,2013-01-03,15,89.95741092117896,False
Eixample,2013-01-03,16,108.95741092117896,False
Eixample,2013-01-03,17,113.95741092117896,False
Eixample,2013-01-03,18,109.95741092117896,False
Eixample,2013-01-03,19,142.95741092117896,False
Eixample,2013-01-03,20,113.95741092117896,False
Eixample,2013-01-03,21,97.95741092117896,False
Eixample,2013-01-03,22,101.95741092117896,False
Eixample,2013-01-03,23,83.95741092117896,False
Eixample,2013-01-03,24,83.95741092117896,False
Eixample,2013-01-04,1,85.94245587120008,False
Eixample,2013-01-04,2,58.942455871200096,False
Eixample,2013-01-04,3,60.942455871200096,False
Eixample,2013-01-04,4,56.942455871200096,False
Eixample,2013-01-04,5,57.942455871200096,False
Eixample,2013-01-04,6,75.9424558712001,False
Eixample,2013-01-04,7,104.9424558712001,False
Eixample,2013-01-04,8,168.9424558712001,False
Eixample,2013-01-04,9,104.9424558712001,False
Eixample,2013-01-04,10,111.9424558712001,False
Eixample,2013-01-04,11,106.9424558712001,False
Eixample,2013-01-04,12,90.94245587120008,False
Eixample,2013-01-09,10,156.56054544182365,False
Eixample,2013-01-09,11,166.56054544182365,False
Eixample,2013-01-09,12,117.56054544182366,False
Eixample,2013-01-09,13,92.56054544182363,False
Eixample,2013-01-09,14,123.56054544182366,False
Eixample,2013-01-09,15,132.56054544182365,False
Eixample,2013-01-09,16,100.56054544182363,False
Eixample,2013-01-09,17,96.56054544182363,False
Eixample,2013-01-09,18,105.56054544182363,False
Eixample,2013-01-09,19,104.56054544182363,False
Eixample,2013-01-09,20,94.56054544182363,False
Eixample,2013-01-09,21,82.56054544182365,False
Eixample,2013-01-09,22,96.56054544182363,False
Eixample,2013-01-09,23,105.56054544182363,False
Eixample,2013-01-09,24,94.56054544182363,False
Eixample,2013-01-10,1,63.110271475908014,False
Eixample,2013-01-10,2,56.110271475908014,False
Eixample,2013-01-10,3,55.110271475908014,False
Eixample,2013-01-10,4,53.11027147590802,False
Eixample,2013-01-10,5,56.110271475908014,False
Eixample,2013-01-10,6,55.110271475908014,False
Eixample,2013-01-10,7,80.11027147590801,False
Eixample,2013-01-10,8,126.110271475908,False
Eixample,2013-01-10,9,119.110271475908,False
Eixample,2013-01-10,10,115.110271475908,False
Eixample,2013-01-10,11,92.110271475908,False
Eixample,2013-01-10,12,100.110271475908,False
Eixample,2013-01-10,13,117.110271475908,False
Eixample,2013-01-10,14,121.110271475908,False
Eixample,2013-01-10,15,128.110271475908,False
Eixample,2013-01-10,16,95.110271475908,False
Eixample,2013-01-10,17,99.110271475908,False
Eixample,2013-01-10,18,115.110271475908,False
Eixample,2013-01-10,19,130.110271475908,False
Eixample,2013-01-10,20,119.110271475908,False
Eixample,2013-01-10,21,113.110271475908,False
Eixample,2013-01-10,22,159.110271475908,False
Eixample,2013-01-10,23,171.110271475908,False
Eixample,2013-01-10,24,185.110271475908,False
Eixample,2013-01-11,1,171.74177411950868,False
Eixample,2013-01-11,2,132.74177411950868,False
Eixample,2013-01-11,3,125.74177411950868,False
Eixample,2013-01-11,4,123.74177411950868,False
Eixample,2013-01-11,5,122.74177411950868,False
Eixample,2013-01-11,6,99.74177411950868,False
Eixample,2013-01-11,7,103.74177411950868,False
Eixample,2013-01-11,8,118.74177411950868,False
Eixample,2013-01-11,9,133.74177411950868,False
Eixample,2013-01-11,10,126.74177411950868,False
Eixample,2013-01-11,11,97.74177411950868,False
Eixample,2013-01-11,12,104.74177411950868,False
Eixample,2013-01-11,13,104.74177411950868,False
Eixample,2013-01-11,14,90.74177411950868,False
Eixample,2013-01-11,15,97.74177411950868,False
Eixample,2013-01-11,16,97.74177411950868,False
Eixample,2013-01-11,17,134.74177411950868,False
Eixample,2013-01-11,18,143.74177411950868,False
Eixample,2013-01-11,19,116.74177411950868,False
Eixample,2013-01-11,20,119.74177411950868,False
Eixample,2013-01-11,21,121.74177411950868,False
Eixample,2013-01-11,22,118.74177411950868,False
Eixample,2013-01-11,23,119.74177411950868,False
Eixample,2013-01-11,24,121.74177411950868,False
Eixample,2013-01-12,1,131.80578134564018,False
Eixample,2013-01-12,2,112.80578134564016,False
Eixample,2013-01-12,3,114.80578134564016,False
Eixample,2013-01-12,4,89.80578134564017,False
Eixample,2013-01-12,5,87.80578134564017,False
Eixample,2013-01-12,6,119.80578134564016,False
Eixample,2013-01-12,7,97.80578134564016,False
Eixample,2013-01-12,8,105.80578134564016,False
Eixample,2013-01-12,9,122.80578134564016,False
Eixample,2013-01-12,10,108.80578134564016,False
Eixample,2013-01-12,11,92.80578134564016,False
Eixample,2013-01-12,12,105.80578134564016,False
Eixample,2013-01-12,13,117.80578134564016,False
Eixample,2013-01-12,14,115.80578134564016,False
Eixample,2013-01-12,15,109.80578134564016,False
Eixample,2013-01-12,16,110.80578134564016,False
Eixample,2013-01-12,17,123.80578134564016,False
Eixample,2013-01-12,18,122.80578134564016,False
Eixample,2013-01-12,19,143.80578134564018,False
Eixample,2013-01-12,20,135.80578134564018,False
Eixample,2013-01-12,21,146.80578134564018,False
Eixample,2013-01-12,22,154.80578134564016,False
Eixample,2013-01-12,23,139.80578134564018,False
Eixample,2013-01-12,24,160.80578134564016,False
Eixample,2013-01-13,1,117.23304144323409,False
Eixample,2013-01-13,2,86.23304144323407,False
Eixample,2013-01-13,3,94.23304144323409,False
Eixample,2013-01-13,4,75.23304144323407,False
Eixample,2013-01-13,5,70.23304144323407,False
Eixample,2013-01-13,6,74.23304144323407,False
Eixample,2013-01-13,7,66.23304144323407,False
Eixample,2013-01-13,8,65.23304144323407,False
Eixample,2013-01-13,9,69.23304144323407,False
Eixample,2013-01-13,10,73.23304144323407,False
Eixample,2013-01-13,11,80.23304144323407,False
Eixample,2013-01-13,12,87.23304144323407,False
Eixample,2013-01-13,13,86.23304144323407,False
Eixample,2013-01-13,14,97.23304144323409,False
Eixample,2013-01-13,15,94.23304144323409,False
Eixample,2013-01-13,16,83.23304144323407,False
Eixample,2013-01-13,17,88.23304144323407,False
Eixample,2013-01-13,18,102.23304144323409,False
Eixample,2013-01-13,19,116.23304144323409,False
Eixample,2013-01-13,20,140.23304144323407,False
Eixample,2013-01-13,21,144.23304144323407,False
Eixample,2013-01-13,22,130.23304144323407,False
Eixample,2013-01-13,23,137.23304144323407,False
Eixample,2013-01-13,24,121.23304144323409,False
Eixample,2013-01-14,1,70.01573638393086,False
Eixample,2013-01-14,2,72.01573638393086,False
Eixample,2013-01-14,3,57.01573638393086,False
Eixample,2013-01-14,4,68.01573638393086,False
Eixample,2013-01-14,5,56.01573638393086,False
Eixample,2013-01-14,6,47.01573638393086,False
Eixample,2013-01-14,7,81.01573638393086,False
Eixample,2013-01-14,8,102.01573638393086,False
Eixample,2013-01-14,9,93.01573638393086,False
Eixample,2013-01-14,10,92.01573638393086,False
Eixample,2013-01-14,11,73.01573638393086,False
Eixample,2013-01-14,12,85.01573638393086,False
Eixample,2013-01-14,13,91.01573638393086,False
Eixample,2013-01-14,14,85.01573638393086,False
Eixample,2013-01-14,15,75.01573638393086,False
Eixample,2013-01-14,16,75.01573638393086,False
Eixample,2013-01-14,17,92.01573638393086,False
Eixample,2013-01-14,18,95.01573638393086,False
Eixample,2013-01-14,19,92.01573638393086,False
Eixample,2013-01-14,20,92.01573638393086,False
Eixample,2013-01-14,21,90.01573638393086,False
